ID,Asset_Type,Object_Group,Tag_Attribute,Equipment_Instrument_Type,Asset_Name,Asset_Description,Tag_Data_Type,IO_Type,DNP3_Point_Number,DNP3_Group_and_Variation,DNP3_Point_Data_Class,MODBUS_Register,Raw_Minimum,Raw_Maximum,Engineering_Minimum,Engineering_Maximum,Analogue_Event_Deviation_Type,Analogue_Deviation,Analogue_Deviation_Unsolicited,Digital_Event_Unsolicited,Default_Value,Site_Specific,MIN_SETPOINT,MAX_SETPOINT,Default_Value_Category,Value_Source,EU,Usage,System_Data_Reference,Hold_Up,Suppression,Component,DNP3_Control_Object,Severity,TREND,OPTIONS,Matched_Tag,RTU_DNP3_EVENT_CLASS,EquipmentType,Testing_Value,Key
3385,SP,FIT0001,_acSpH,FT_01,Delivery Flowmeter 1,High Setpoint,REAL,AO,43,g40v3 32b Floating Point AO Flags,Class 2 <3>,420051,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,l/s,Alarm generation,,,,Setpoints,,,Y,H1||H2,,AD1,STANDARD,80.0,SP_FIT0001_acSpH
3386,SP,FIT0001,_acSpL,FT_01,Delivery Flowmeter 1,Low Setpoint,REAL,AO,54,g40v3 32b Floating Point AO Flags,Class 2 <3>,420053,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,l/s,Alarm generation,,,,Setpoints,,,Y,H1||H2,,AD1,STANDARD,20.0,SP_FIT0001_acSpL
3388,SP,FIT0001,_asPVScl,FT_01,Delivery Flowmeter 1,Flowrate,REAL,AI,74,g30v5 32b Floating Point AI Flags,Class 2 <3>,420001,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,l/s,,,,,ROOT,,,Y,H1||H2,,AD1,STANDARD,0.0,SP_FIT0001_asPVScl
3389,SP,FIT0001,_asPVSclkLDay,FT_01kLDay,Delivery Flowmeter 1,Flowrate per Day,REAL,AI,84,g30v5 32b Floating Point AI Flags,Class 2 <3>,420003,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,kL/day,,,,,Status,,,Y,H1||H2,,AD1,STANDARD,0.0,SP_FIT0001_asPVSclkLDay
3390,SP,FIT0001,_asRollAvg,FT_01AVG,Delivery Flowmeter 1,Rolling Average,REAL,AI,100,g30v5 32b Floating Point AI Flags,Class 2 <3>,420005,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,l/s,,,,,Status,,,Y,H1||H2,,AD1,STANDARD,0.0,SP_FIT0001_asRollAvg
3391,SP,FIT0001,_asTotal,FT_01,Delivery Flowmeter 1,Total Volume,REAL,AI,124,g30v5 32b Floating Point AI Flags,Class 2 <3>,420007,0,1000,0,1000,Absolute <1>,10,Disabled <0>,Disabled <0>,,,,,,,kL,,,,,Statistics,,,Y,H1||H2,,AD1B2,STANDARD,0.0,SP_FIT0001_asTotal
3392,SP,FIT0001,_asTotalYtd,FT_01,Delivery Flowmeter 1,Total Volume Yesterday,REAL,AI,130,g30v5 32b Floating Point AI Flags,Class 2 <3>,420009,0,1000,0,1000,Absolute <1>,10,Disabled <0>,Disabled <0>,,,,,,,kL,,,,,Statistics,,,Y,H1||H2,,AD1B2,STANDARD,0.0,SP_FIT0001_asTotalYtd
3393,SP,FIT0001,_dcTotalRst,FT_01,Delivery Flowmeter 1,Total Reset,BOOL,DO,48,g10v2 Binary Output with Flags,Class 0 (static) <0>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,Totaliser reset,,,,Statistics,,A5,Y,H1||H2,,A5 (D),STANDARD,FALSE,SP_FIT0001_dcTotalRst
3395,SP,FIT0001,_dsAlmH,FT_01,Delivery Flowmeter 1,High Alarm,BOOL,DI,18,g1v2 Binary Input with Flags,Class 3 <5>,120001,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,H1||H2,Alarm Rationalisation.BRISBANE.Flow_meter.High,A5,STANDARD,FALSE,SP_FIT0001_dsAlmH
3396,SP,FIT0001,_dsAlmL,FT_01,Delivery Flowmeter 1,Low Alarm,BOOL,DI,26,g1v2 Binary Input with Flags,Class 3 <5>,120002,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A4,Y,H1||H2,Alarm Rationalisation.BRISBANE.Flow_meter.Low,A4,STANDARD,FALSE,SP_FIT0001_dsAlmL
3397,SP,FIT0001,_dsBPV,FT_01,Delivery Flowmeter 1,Invalid Alarm,BOOL,DI,58,g1v2 Binary Input with Flags,Class 3 <5>,120003,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A4,Y,H1||H2,Alarm Rationalisation.BRISBANE.Flow_meter.Invalid_PV,A4,STANDARD,FALSE,SP_FIT0001_dsBPV
3398,SP,FIT0001,_krEngH,FT_01,Delivery Flowmeter 1,Max,REAL,AI,149,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,420101,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,N/A,N/A,,,l/s,Scaling,,,,Status,,,Y,H1||H2,,L3,STANDARD,100.0,SP_FIT0001_krEngH
3399,SP,FIT0001,_krEngL,FT_01,Delivery Flowmeter 1,Min,REAL,AI,158,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,420103,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,N/A,N/A,,,l/s,Scaling,,,,Status,,,Y,H1||H2,,L3,STANDARD,0.0,SP_FIT0001_krEngL
3405,SP,FIT0002,_acSpH,FT_01,Delivery Flowmeter 2,High Setpoint,REAL,AO,44,g40v3 32b Floating Point AO Flags,Class 2 <3>,420251,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,l/s,Alarm generation,,,,Setpoints,,,Y,H2,,AD1,STANDARD,80.0,SP_FIT0002_acSpH
3406,SP,FIT0002,_acSpL,FT_01,Delivery Flowmeter 2,Low Setpoint,REAL,AO,55,g40v3 32b Floating Point AO Flags,Class 2 <3>,420253,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,l/s,Alarm generation,,,,Setpoints,,,Y,H2,,AD1,STANDARD,20.0,SP_FIT0002_acSpL
3408,SP,FIT0002,_asPVScl,FT_01,Delivery Flowmeter 2,Flowrate,REAL,AI,75,g30v5 32b Floating Point AI Flags,Class 2 <3>,420201,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,l/s,,,,,ROOT,,,Y,H2,,AD1,STANDARD,0.0,SP_FIT0002_asPVScl
3409,SP,FIT0002,_asPVSclkLDay,FT_01kLDay,Delivery Flowmeter 2,Flowrate per Day,REAL,AI,85,g30v5 32b Floating Point AI Flags,Class 2 <3>,420203,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,kL/day,,,,,Status,,,Y,H2,,AD1,STANDARD,0.0,SP_FIT0002_asPVSclkLDay
3410,SP,FIT0002,_asRollAvg,FT_01AVG,Delivery Flowmeter 2,Rolling Average,REAL,AI,101,g30v5 32b Floating Point AI Flags,Class 2 <3>,420205,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,l/s,,,,,Status,,,Y,H2,,AD1,STANDARD,0.0,SP_FIT0002_asRollAvg
3411,SP,FIT0002,_asTotal,FT_01,Delivery Flowmeter 2,Total Volume,REAL,AI,125,g30v5 32b Floating Point AI Flags,Class 2 <3>,420207,0,1000,0,1000,Absolute <1>,10,Disabled <0>,Disabled <0>,,,,,,,kL,,,,,Statistics,,,Y,H2,,AD1B2,STANDARD,0.0,SP_FIT0002_asTotal
3412,SP,FIT0002,_asTotalYtd,FT_01,Delivery Flowmeter 2,Total Volume Yesterday,REAL,AI,131,g30v5 32b Floating Point AI Flags,Class 2 <3>,420209,0,1000,0,1000,Absolute <1>,10,Disabled <0>,Disabled <0>,,,,,,,kL,,,,,Statistics,,,Y,H2,,AD1B2,STANDARD,0.0,SP_FIT0002_asTotalYtd
3413,SP,FIT0002,_dcTotalRst,FT_01,Delivery Flowmeter 2,Total Reset,BOOL,DO,49,g10v2 Binary Output with Flags,Class 0 (static) <0>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,Totaliser reset,,,,Statistics,,A5,Y,H2,,A5 (D),STANDARD,FALSE,SP_FIT0002_dcTotalRst
3415,SP,FIT0002,_dsAlmH,FT_01,Delivery Flowmeter 2,High Alarm,BOOL,DI,19,g1v2 Binary Input with Flags,Class 3 <5>,120201,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,H2,Alarm Rationalisation.BRISBANE.Flow_meter.High,A5,STANDARD,FALSE,SP_FIT0002_dsAlmH
3416,SP,FIT0002,_dsAlmL,FT_01,Delivery Flowmeter 2,Low Alarm,BOOL,DI,27,g1v2 Binary Input with Flags,Class 3 <5>,120202,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A4,Y,H2,Alarm Rationalisation.BRISBANE.Flow_meter.Low,A4,STANDARD,FALSE,SP_FIT0002_dsAlmL
3417,SP,FIT0002,_dsBPV,FT_01,Delivery Flowmeter 2,Invalid Alarm,BOOL,DI,59,g1v2 Binary Input with Flags,Class 3 <5>,120203,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A4,Y,H2,Alarm Rationalisation.BRISBANE.Flow_meter.Invalid_PV,A4,STANDARD,FALSE,SP_FIT0002_dsBPV
3418,SP,FIT0002,_krEngH,FT_01,Delivery Flowmeter 2,Max,REAL,AI,150,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,420301,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,N/A,N/A,,,l/s,Scaling,,,,Status,,,Y,H2,,L3,STANDARD,100.0,SP_FIT0002_krEngH
3419,SP,FIT0002,_krEngL,FT_01,Delivery Flowmeter 2,Min,REAL,AI,159,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,420303,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,N/A,N/A,,,l/s,Scaling,,,,Status,,,Y,H2,,L3,STANDARD,0.0,SP_FIT0002_krEngL
3425,SP,GEN0001,_dcRst,GEN_01,Generator 1,Fault Reset,BOOL,DO,36,g10v2 Binary Output with Flags,Class 0 (static) <0>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,Manual control,,,,Alarms,,A5,Y,F2,,A5 (D),STANDARD,FALSE,SP_GEN0001_dcRst
3426,SP,GEN0001,_dcStp,GEN_01,Generator 1,Exercise Stop,BOOL,DO,46,g10v2 Binary Output with Flags,Class 0 (static) <0>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,Manual control,,,,Status,,A5,Y,F2,,A5 (D),STANDARD,FALSE,SP_GEN0001_dcStp
3427,SP,GEN0001,_dcStr,GEN_01,Generator 1,Exercise Request,BOOL,DO,47,g10v2 Binary Output with Flags,Class 0 (static) <0>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,Manual control,,,,Status,,A5,Y,F2,,A5 (D),STANDARD,FALSE,SP_GEN0001_dcStr
3438,SP,GEN0001,_dsAct,GEN_01,Generator 1,Canopy Doors Open,BOOL,DI,2,g1v2 Binary Input with Flags,Class 2 <3>,155601,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A2,Y,F2,Alarm Rationalisation.BRISBANE.Generator.Canopy_Door_Open,A2,STANDARD,FALSE,SP_GEN0001_dsAct
3439,SP,GEN0001,_dsAuto,GEN_01,Generator 1,Auto,BOOL,DI,50,g1v2 Binary Input with Flags,Class 3 <5>,155602,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A4,Y,F2,Alarm Rationalisation.BRISBANE.Generator.Mode_Not_Auto,A4,STANDARD,FALSE,SP_GEN0001_dsAuto
3440,SP,GEN0001,_dsCBClsd,GEN_01,Generator 1,CB Closed,BOOL,DI,69,g1v2 Binary Input with Flags,Class 3 <5>,155603,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,F2,Made up,A5,STANDARD,FALSE,SP_GEN0001_dsCBClsd
3441,SP,GEN0001,_dsEnb,GEN_01,Generator 1,On Site,BOOL,DI,93,g1v2 Binary Input with Flags,Class 3 <5>,155604,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5 (D),Y,F2,Alarm Rationalisation.BRISBANE.Generator.Offsite,A5 (D),STANDARD,FALSE,SP_GEN0001_dsEnb
3442,SP,GEN0001,_dsF2Gen,GEN_01,Generator 1,Failed Transfer to Generator,BOOL,DI,114,g1v2 Binary Input with Flags,Class 3 <5>,155605,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,F2,Made up,A5,STANDARD,FALSE,SP_GEN0001_dsF2Gen
3443,SP,GEN0001,_dsF2Nrm,GEN_01,Generator 1,Failed Return to Energex,BOOL,DI,115,g1v2 Binary Input with Flags,Class 3 <5>,155606,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,F2,Made up,A5,STANDARD,FALSE,SP_GEN0001_dsF2Nrm
3444,SP,GEN0001,_dsF2Stp,GEN_01,Generator 1,Failed to Stop,BOOL,DI,122,g1v2 Binary Input with Flags,Class 2 <3>,155607,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A2,Y,F2,Made up,A2,STANDARD,FALSE,SP_GEN0001_dsF2Stp
3445,SP,GEN0001,_dsF2Str,GEN_01,Generator 1,Failed to Start,BOOL,DI,127,g1v2 Binary Input with Flags,Class 2 <3>,155608,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A2,Y,F2,Made up,A2,STANDARD,FALSE,SP_GEN0001_dsF2Str
3446,SP,GEN0001,_dsFlt,GEN_01,Generator 1,Fault,BOOL,DI,137,g1v2 Binary Input with Flags,Class 3 <5>,155609,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A4,Y,F2,Alarm Rationalisation.BRISBANE.Generator.Fault,A4,STANDARD,FALSE,SP_GEN0001_dsFlt
3447,SP,GEN0001,_dsLow,GEN_01,Generator 1,Low Fuel,BOOL,DI,173,g1v2 Binary Input with Flags,Class 3 <5>,155610,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5 (D),Y,F2,Alarm Rationalisation.BRISBANE.Generator.Low_fuel,A5 (D),STANDARD,FALSE,SP_GEN0001_dsLow
3448,SP,GEN0001,_dsMainsFlt,GEN_01,Generator 1,Mains Fault,BOOL,DI,175,g1v2 Binary Input with Flags,Class 3 <5>,155611,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,F2,Made up,A5,STANDARD,FALSE,SP_GEN0001_dsMainsFlt
3449,SP,GEN0001,_dsMainsLoss,GEN_01,Generator 1,Loss of Mains,BOOL,DI,176,g1v2 Binary Input with Flags,Class 3 <5>,155612,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,F2,Made up,A5,STANDARD,FALSE,SP_GEN0001_dsMainsLoss
3450,SP,GEN0001,_dsMed,GEN_01,Generator 1,Medium Fuel,BOOL,DI,182,g1v2 Binary Input with Flags,Class 3 <5>,155613,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,F2,Alarm Rationalisation.BRISBANE.Generator.Mid_fuel,A5,STANDARD,FALSE,SP_GEN0001_dsMed
3451,SP,GEN0001,_dsPen,GEN_01,Generator 1,Pending,BOOL,DI,205,g1v2 Binary Input with Flags,Class 3 <5>,155614,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A4,Y,F2,Made up,A4,STANDARD,FALSE,SP_GEN0001_dsPen
3452,SP,GEN0001,_dsPreR2Nrm,GEN_01,Generator 1,Premature Return to Energex,BOOL,DI,215,g1v2 Binary Input with Flags,Class 3 <5>,155615,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A4,Y,F2,Made up,A4,STANDARD,FALSE,SP_GEN0001_dsPreR2Nrm
3453,SP,GEN0001,_dsPreStp,GEN_01,Generator 1,Premature Stop,BOOL,DI,216,g1v2 Binary Input with Flags,Class 3 <5>,155616,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A4,Y,F2,Made up,A4,STANDARD,FALSE,SP_GEN0001_dsPreStp
3454,SP,GEN0001,_dsRng,GEN_01,Generator 1,Running,BOOL,DI,223,g1v2 Binary Input with Flags,Class 3 <5>,155617,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,ROOT,,A5,Y,F2,Alarm Rationalisation.BRISBANE.Generator.Running,A5,STANDARD,FALSE,SP_GEN0001_dsRng
3455,SP,GEN0001,_dsTestPen,GEN_01,Generator 1,Test Pending,BOOL,DI,256,g1v2 Binary Input with Flags,Class 3 <5>,155618,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,F2,Made up,A5,STANDARD,FALSE,SP_GEN0001_dsTestPen
3456,SP,GEN0001,_dsTestRng,GEN_01,Generator 1,Test Sequence Running,BOOL,DI,257,g1v2 Binary Input with Flags,Class 3 <5>,155619,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Status,,A5,Y,F2,Made up,A5,STANDARD,FALSE,SP_GEN0001_dsTestRng
3457,SP,GEN0001,_dsTstAbort,GEN_01,Generator 1,Test Aborted,BOOL,DI,264,g1v2 Binary Input with Flags,Class 3 <5>,155620,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5 (D),Y,F2,Alarm Rationalisation.BRISBANE.Generator.Last_test_aborted,A5 (D),STANDARD,FALSE,SP_GEN0001_dsTstAbort
3458,SP,GEN0001,_dsTstF2Gen,GEN_01,Generator 1,Test Failed Transfer to Generator,BOOL,DI,266,g1v2 Binary Input with Flags,Class 3 <5>,155622,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A4,Y,F2,Made up,A4,STANDARD,FALSE,SP_GEN0001_dsTstF2Gen
3459,SP,GEN0001,_dsTstF2Nrm,GEN_01,Generator 1,Test Failed Return to Energex,BOOL,DI,267,g1v2 Binary Input with Flags,Class 3 <5>,155623,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A4,Y,F2,Made up,A4,STANDARD,FALSE,SP_GEN0001_dsTstF2Nrm
3460,SP,GEN0001,_dsTstF2Stp,GEN_01,Generator 1,Test Failed to Stop,BOOL,DI,268,g1v2 Binary Input with Flags,Class 3 <5>,155624,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,F2,Made up,A5,STANDARD,FALSE,SP_GEN0001_dsTstF2Stp
3461,SP,GEN0001,_dsTstF2Str,GEN_01,Generator 1,Test Failed to Start,BOOL,DI,269,g1v2 Binary Input with Flags,Class 3 <5>,155625,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,F2,Made up,A5,STANDARD,FALSE,SP_GEN0001_dsTstF2Str
3462,SP,GEN0001,_dsTstMainsFlt,GEN_01,Generator 1,Test Mains Fault,BOOL,DI,270,g1v2 Binary Input with Flags,Class 3 <5>,155626,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,F2,Made up,A5,STANDARD,FALSE,SP_GEN0001_dsTstMainsFlt
3463,SP,GEN0001,_dsTstMainsLoss,GEN_01,Generator 1,Test Loss of Mains,BOOL,DI,271,g1v2 Binary Input with Flags,Class 3 <5>,155627,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,F2,Made up,A5,STANDARD,FALSE,SP_GEN0001_dsTstMainsLoss
3464,SP,GEN0001,_dsTstPreR2Nrm,GEN_01,Generator 1,Test Premature Return to Energex,BOOL,DI,272,g1v2 Binary Input with Flags,Class 3 <5>,155629,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,F2,Made up,A5,STANDARD,FALSE,SP_GEN0001_dsTstPreR2Nrm
3465,SP,GEN0001,_dsTstPreStp,GEN_01,Generator 1,Test Premature Stop,BOOL,DI,273,g1v2 Binary Input with Flags,Class 3 <5>,155630,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,F2,Made up,A5,STANDARD,FALSE,SP_GEN0001_dsTstPreStp
3466,SP,GEN0001,_dsWrn,GEN_01,Generator 1,Warning,BOOL,DI,284,g1v2 Binary Input with Flags,Class 2 <3>,155632,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A2,Y,F2,Alarm Rationalisation.BRISBANE.Generator.Warning,A2,STANDARD,FALSE,SP_GEN0001_dsWrn
3474,SP,LIC0001,_acAutoSP,LIC_01,Wet Well Level Controller,PID Auto Setpoint,REAL,AO,8,g40v3 32b Floating Point AO Flags,Class 2 <3>,458851,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,mAHD,Setpoint initialisation,,,,Ssetpoint,,,Y,W2&&T,,AD1,STANDARD,50.0,SP_LIC0001_acAutoSP
3475,SP,LIC0001,_acManOut,LIC_01,Wet Well Level Controller,PID Manual Output Setpoint,REAL,AO,29,g40v3 32b Floating Point AO Flags,Class 2 <3>,,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,0,Setpoint initialisation,,,,Setpoints,,,Y,W2&&T,,AD1,STANDARD,0.0,SP_LIC0001_acManOut
3476,SP,LIC0001,_acSpKp,LIC_01,Wet Well Level Controller,PID Proportional Gain Setpoint,REAL,AO,52,g40v3 32b Floating Point AO Flags,Class 2 <3>,,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,-,Setpoint initialisation,,,,Setpoints,,,Y,W2&&T,,AD1,STANDARD,1.0,SP_LIC0001_acSpKp
3477,SP,LIC0001,_acSpTd,LIC_01,Wet Well Level Controller,PID Derivative Gain Setpoint,REAL,AO,66,g40v3 32b Floating Point AO Flags,Class 2 <3>,,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,-,Setpoint initialisation,,,,Setpoints,,,Y,W2&&T,,AD1,STANDARD,0.0,SP_LIC0001_acSpTd
3478,SP,LIC0001,_acSpTi,LIC_01,Wet Well Level Controller,PID Integral Time Setpoint,REAL,AO,68,g40v3 32b Floating Point AO Flags,Class 2 <3>,,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,-,Setpoint initialisation,,,,Setpoints,,,Y,W2&&T,,AD1,STANDARD,0.5,SP_LIC0001_acSpTi
3479,SP,LIC0001,_asOut,LIC_01,Wet Well Level Controller,PID Output,REAL,AI,58,g30v5 32b Floating Point AI Flags,Class 2 <3>,458801,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,,,,,,ROOT,,,Y,W2&&T,,AD1,STANDARD,0.0,SP_LIC0001_asOut
3480,SP,LIC0001,_dcAuto,LIC_01,Wet Well Level Controller,PID Auto Mode Request,BOOL,DO,2,g10v2 Binary Output with Flags,Class 0 (static) <0>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,Control mode request,,,,Status,,A5,Y,W2&&T,,A5 (D),STANDARD,FALSE,SP_LIC0001_dcAuto
3482,SP,LIC0001,_dcMan,LIC_01,Wet Well Level Controller,PID Manual Mode Request,BOOL,DO,19,g10v2 Binary Output with Flags,Class 0 (static) <0>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,Control mode request,,,,Setpoints,,A5,Y,W2&&T,,A5 (D),STANDARD,FALSE,SP_LIC0001_dcMan
3483,SP,LIC0001,_dsAuto,LIC_01,Wet Well Level Controller,PID Auto Mode Status,BOOL,DI,51,g1v2 Binary Input with Flags,Class 3 <5>,158801,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Status,,A5,Y,W2&&T,Made up,A5,STANDARD,FALSE,SP_LIC0001_dsAuto
3490,SP,LIT0001,_acSpH,LT_01,Primary Wet Well Level,High Setpoint,REAL,AO,45,g40v3 32b Floating Point AO Flags,Class 2 <3>,424051,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,mAHD,Alarm generation,,,,Setpoints,,,Y,T,,AD1,STANDARD,80.0,SP_LIT0001_acSpH
3491,SP,LIT0001,_acSpHH,LT_01a,Primary Wet Well Level,Overflow Imminent Setpoint,REAL,AO,49,g40v3 32b Floating Point AO Flags,Class 2 <3>,424053,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,mAHD,Alarm generation,,,,Setpoints,,,Y,T,,AD1,STANDARD,90.0,SP_LIT0001_acSpHH
3492,SP,LIT0001,_acSpL,LT_01,Primary Wet Well Level,Low Setpoint,REAL,AO,56,g40v3 32b Floating Point AO Flags,Class 2 <3>,424055,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,mAHD,Alarm generation,,,,Setpoints,,,Y,T,,AD1,STANDARD,20.0,SP_LIT0001_acSpL
3493,SP,LIT0001,_acSpOF,LT_01a,Primary Wet Well Level,Overflow Occurring Setpoint,REAL,AO,60,g40v3 32b Floating Point AO Flags,Class 2 <3>,,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,mAHD,Alarm generation,,,,Setpoints,,,Y,T,,AD1,STANDARD,100.0,SP_LIT0001_acSpOF
3494,SP,LIT0001,_acSpROC10,LT_01b,Primary Wet Well Level,Rate of Change 10 Min High Setpoint,REAL,AO,61,g40v3 32b Floating Point AO Flags,Class 2 <3>,424059,0,100,0,100,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,m/h,Alarm generation,,,,Setpoints,,,Y,T,,AD1,STANDARD,10.0,SP_LIT0001_acSpROC10
3495,SP,LIT0001,_acSpROC30,LT_01b,Primary Wet Well Level,Rate of Change 30 Min High Setpoint,REAL,AO,62,g40v3 32b Floating Point AO Flags,Class 2 <3>,424061,0,100,0,100,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,m/h,Alarm generation,,,,Setpoints,,,Y,T,,AD1,STANDARD,30.0,SP_LIT0001_acSpROC30
3497,SP,LIT0001,_asCalError,WWC_01,Primary Wet Well Level,Calibration Error,REAL,AI,7,g30v5 32b Floating Point AI Flags,Class 2 <3>,424001,0,1000,0,1000,Absolute <1>,1,Disabled <0>,Disabled <0>,,,,,,,,,,,,Setpoints,,,Y,T,,AD1B1,STANDARD,0.0,SP_LIT0001_asCalError
3498,SP,LIT0001,_asPVScl,LT_01,Primary Wet Well Level,m,REAL,AI,76,g30v5 32b Floating Point AI Flags,Class 2 <3>,424003,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,m,,,,,ROOT,,,Y,T,,AD1,STANDARD,0.0,SP_LIT0001_asPVScl
